sigla_uf;id_municipio;zona;secao;ano;melhor_urbano
PR;4106506;101;78;2022;POINT(-52.5751549 -25.9819465)
PR;4113908;37;22;2022;POINT(-50.8357745 -25.8029741)
PR;4109401;43;86;2022;POINT(-51.462 -25.433879)
PR;4115200;137;326;2022;POINT(-51.8997963 -23.4180299)
PR;4109401;44;433;2022;POINT(-51.4906285 -25.351769)
PR;4114500;196;149;2022;POINT(-51.675075 -24.519045)
PR;4100608;87;10;2022;POINT(-52.3178619 -23.1331837)
PR;4123501;129;132;2022;POINT(-54.3436541 -24.8696067)
PR;4105706;47;21;2022;POINT(-52.3684961 -26.4124227)
PR;4120606;30;64;2022;POINT(-51.22537333 -24.88401167)
PR;4122404;59;135;2022;POINT(-51.39255504 -23.33292815)
PR;4102109;67;1;2022;POINT(-51.6694594 -23.2390967)
PR;4111308;96;26;2022;POINT(-52.8817562 -22.7280747)
PR;4117701;13;14;2022;POINT(-50.00899255 -25.4325196)
PR;4127700;75;192;2022;POINT(-53.7308839 -24.7121875)
PR;4108403;69;285;2022;POINT(-53.0603587 -26.0696833)
PR;4126272;103;220;2022;POINT(-52.6151936 -25.6940852)
PR;4114906;76;42;2022;POINT(-51.2677397 -23.824874)
PR;4126678;146;119;2022;POINT(-51.0951225 -23.7227281)
PR;4114906;76;6;2022;POINT(-51.3065271 -23.7452608)
PR;4106902;178;460;2022;POINT(-49.2978255 -25.44782)
PR;4108809;90;94;2022;POINT(-54.260229 -24.0943514)
PR;4112405;149;6;2022;POINT(-52.552804 -23.470109)
PR;4105805;186;66;2022;POINT(-49.178211 -25.3717642)
PR;4105805;49;202;2022;POINT(-49.2312729 -25.319282)
PR;4106803;153;39;2022;POINT(-51.3006335 -25.887578)
PR;4122503;141;118;2022;POINT(-52.2747765 -24.5965705)
PR;4113700;42;241;2022;POINT(-51.1984757 -23.308022)
PR;4109401;43;36;2022;POINT(-51.4641039 -25.391219)
PR;4116109;92;103;2022;POINT(-53.0100541 -24.0515278)
PR;4113700;41;356;2022;POINT(-51.20144997 -23.28595562)
PR;4105805;49;6;2022;POINT(-49.2000376 -25.3492824)
PR;4106902;178;507;2022;POINT(-49.3331773 -25.4383667)
PR;4104204;9;31;2022;POINT(-49.5297054 -25.459518)
PR;4106902;177;747;2022;POINT(-49.21125648 -25.42884861)
PR;4106902;175;386;2022;POINT(-49.3412905 -25.59061282)
PR;4112504;93;170;2022;POINT(-51.68723782 -24.17950142)
PR;4127908;86;186;2022;POINT(-52.8791296 -23.8725464)
PR;4104204;9;175;2022;POINT(-49.5313623 -25.4678414)
PR;4101804;50;90;2022;POINT(-49.4342919 -25.5684471)
PR;4106902;1;472;2022;POINT(-49.27282461 -25.4256255)
PR;4107207;115;101;2022;POINT(-53.05716171 -25.73936301)
PR;4103453;126;128;2022;POINT(-53.3243408 -24.6186517)
PR;4118204;5;335;2022;POINT(-48.5329687 -25.5155648)
PR;4126256;206;11;2022;POINT(-51.87367035 -23.44366245)
PR;4105508;88;48;2022;POINT(-52.6115246 -23.6694306)
PR;4103040;38;285;2022;
PR;4106902;3;304;2022;POINT(-49.2186527 -25.4970019)
PR;4113700;42;45;2022;POINT(-51.16027672 -23.32079491)
PR;4127502;17;25;2022;POINT(-50.414893 -24.5214859)
PR;4119400;27;10;2022;POINT(-49.93811883 -24.53552773)
PR;4114609;121;128;2022;
PR;4106902;174;372;2022;POINT(-49.2461667 -25.5295587)
PR;4115200;66;201;2022;POINT(-51.953865 -23.452465)
PR;4102406;58;14;2022;POINT(-50.3712592 -23.1059629)
PR;4106902;177;777;2022;POINT(-49.27298933 -25.4384742)
PR;4106902;177;460;2022;POINT(-49.2385769 -25.44473588)
PR;4117909;124;79;2022;POINT(-53.8509515 -24.2871526)
PR;4122404;59;61;2022;POINT(-51.37534426 -23.20971562)
PR;4106902;175;192;2022;POINT(-49.33205558 -25.55962911)
PR;4106605;86;124;2022;POINT(-53.0706163 -23.7887534)
PR;4106902;3;459;2022;POINT(-49.2056877 -25.4467998)
PR;4119954;194;211;2022;POINT(-48.4628651 -25.6711409)
PR;4118204;5;153;2022;POINT(-48.5493127 -25.5512013)
PR;4106902;176;525;2022;POINT(-49.279486 -25.50544158)
PR;4109401;43;248;2022;POINT(-51.4781355 -25.3902705)
PR;4119152;188;511;2022;POINT(-49.1518477 -25.4172047)
PR;4125506;8;125;2022;POINT(-49.20389514 -25.52099929)
PR;4119103;144;378;2022;POINT(-49.40928222 -26.04795483)
PR;4115705;194;103;2022;POINT(-48.53562226 -25.81824588)
PR;4106407;26;25;2022;POINT(-50.659856 -23.1820758)
PR;4108403;69;223;2022;POINT(-53.0057408 -25.9749044)
PR;4107405;69;307;2022;POINT(-53.0810535 -25.888571)
PR;4108304;147;332;2022;POINT(-54.5351883 -25.491542)
PR;4110706;34;19;2022;POINT(-50.65011041 -25.46795875)
PR;4106902;176;370;2022;POINT(-49.26741347 -25.49858002)
PR;4127700;75;329;2022;POINT(-53.6075635 -24.7930745)
PR;4113205;10;46;2022;POINT(-49.7152877 -25.7708773)
PR;4105003;166;86;2022;POINT(-53.15366858 -25.2112585)
PR;4106506;101;69;2022;POINT(-52.4967279 -26.0198615)
PR;4104303;31;69;2022;POINT(-52.3797724 -24.0450912)
PR;4104303;31;209;2022;POINT(-52.3514233 -24.007591)
PR;4109401;43;70;2022;POINT(-51.4683689 -25.3995801)
PR;4115606;118;132;2022;POINT(-53.9449776 -25.1925008)
PR;4101507;61;151;2022;POINT(-51.42641597 -23.41206162)
PR;4117701;13;27;2022;POINT(-50.0002281 -25.41736978)
PR;4103453;126;76;2022;POINT(-53.3243408 -24.6186517)
PR;4104709;56;20;2022;POINT(-49.7156285 -23.4211333)
PR;4113700;41;340;2022;POINT(-51.20220266 -23.29018761)
PR;4106902;177;745;2022;POINT(-49.21125648 -25.42884861)
PR;4113700;41;77;2022;POINT(-51.13628805 -23.31208363)
PR;4118501;73;151;2022;POINT(-52.70343051 -26.2419348)
PR;4119202;19;13;2022;POINT(-50.0580496 -23.7924071)
PR;4118709;37;34;2022;POINT(-50.7056607 -26.040377)
PR;4124806;151;121;2022;POINT(-52.8389598 -25.7852741)
PR;4122909;21;11;2022;POINT(-49.62741066 -23.60268082)
PR;4115606;118;134;2022;POINT(-53.9888062 -25.2411165)
PR;4106902;178;301;2022;POINT(-49.34779356 -25.39218346)
PR;4101507;61;253;2022;POINT(-51.42631304 -23.42819901)
PR;4106902;176;336;2022;POINT(-49.26591609 -25.49982593)
PR;4108304;147;308;2022;POINT(-54.5182976 -25.4843825)
PR;4106407;26;132;2022;POINT(-50.6372724 -23.1752675)
PR;4122305;11;67;2022;POINT(-49.799315 -26.10303833)
PR;4115200;192;301;2022;POINT(-51.9781348 -23.4159005)
PR;4119905;14;241;2022;POINT(-50.1644738 -25.0942041)
PR;4115408;140;35;2022;POINT(-53.0277546 -26.1464688)
PR;4101804;50;171;2022;POINT(-49.3931889 -25.5476829)
PR;4105805;186;99;2022;POINT(-49.1661216 -25.3541235)
PR;4106902;2;618;2022;POINT(-49.24270216 -25.39211877)
PR;4110409;149;69;2022;POINT(-52.7034437 -23.4780298)
PR;4103040;38;21;2022;POINT(-51.5436505 -24.8825921)
PR;4119202;19;68;2022;POINT(-50.0646552 -23.7842712)
PR;4103602;25;33;2022;POINT(-50.0777123 -23.0369004)
PR;4106902;177;689;2022;POINT(-49.27460825 -25.43555322)
PR;4116059;114;168;2022;POINT(-54.1849372 -25.1766679)
PR;4100400;171;147;2022;POINT(-49.2897973 -25.3136205)
PR;4103156;131;22;2022;POINT(-53.57801015 -26.13348304)
PR;4101507;61;337;2022;POINT(-51.43193403 -23.4198117)
PR;4101507;61;261;2022;POINT(-51.4269749 -23.4298426)
PR;4120903;163;109;2022;POINT(-52.904535 -25.45776)
PR;4108403;69;142;2022;POINT(-53.0437758 -26.0888192)
PR;4121406;130;48;2022;POINT(-53.53389738 -25.77236251)
PR;4104808;143;321;2022;POINT(-53.4637661 -24.9952139)
PR;4108304;147;67;2022;POINT(-54.575181 -25.4991945)
PR;4111902;64;13;2022;POINT(-51.5326281 -23.110769)
PR;4121406;130;150;2022;POINT(-53.53389738 -25.77236251)
PR;4128104;89;389;2022;POINT(-53.2947348 -23.7644656)
PR;4125902;85;85;2022;POINT(-53.2236563 -22.822896)
PR;4126108;149;38;2022;POINT(-52.5928843 -23.5355191)
PR;4108304;147;430;2022;POINT(-54.5059735 -25.4849043)
PR;4113700;146;209;2022;POINT(-51.173009 -23.3242838)
PR;4122305;11;60;2022;POINT(-49.799315 -26.10303833)
PR;4106902;178;288;2022;POINT(-49.33900531 -25.39918274)
PR;4101408;28;239;2022;POINT(-51.4293222 -23.5517773)
PR;4113700;157;71;2022;POINT(-51.1517034 -23.2802851)
PR;4108304;46;393;2022;POINT(-54.5411728 -25.5334388)
PR;4106902;174;359;2022;POINT(-49.24060575 -25.46015929)
PR;4127304;105;5;2022;POINT(-52.62269462 -22.72357979)
PR;4118204;5;120;2022;POINT(-48.4976645 -25.5242964)
PR;4104204;9;43;2022;POINT(-49.5268367 -25.454462)
PR;4122404;59;102;2022;POINT(-51.38967716 -23.31194256)
PR;4115200;192;128;2022;POINT(-51.932056 -23.3805597)
PR;4106902;175;307;2022;POINT(-49.33765044 -25.58628678)
PR;4110508;36;16;2022;POINT(-50.7595168 -24.9234679)
PR;4105904;95;37;2022;POINT(-51.8888157 -22.8983732)
PR;4110706;34;47;2022;POINT(-50.6499631 -25.4635691)
PR;4126603;21;43;2022;POINT(-49.82523851 -23.6885641)
PR;4101408;28;257;2022;POINT(-51.4680413 -23.5557619)
PR;4113700;42;381;2022;POINT(-51.1652492 -23.3075084)
PR;4127106;111;116;2022;POINT(-50.63912554 -24.3217248)
PR;4107652;144;383;2022;POINT(-49.31879584 -25.67227246)
PR;4127106;111;283;2022;POINT(-50.62663586 -24.31771357)
PR;4109203;64;12;2022;POINT(-51.64841371 -22.97458485)
PR;4106902;177;729;2022;POINT(-49.24907486 -25.43258815)
PR;4111506;93;3;2022;POINT(-51.67518396 -24.24821752)
PR;4119905;139;416;2022;POINT(-50.1617783 -25.0578894)
PR;4115200;137;421;2022;POINT(-51.8990047 -23.4197606)
PR;4108700;136;63;2022;POINT(-51.4272972 -24.1858508)
PR;4104808;68;120;2022;POINT(-53.45563512 -24.9542265)
PR;4101408;28;316;2022;POINT(-51.4379323 -23.5506766)
PR;4113700;42;290;2022;POINT(-51.19976085 -23.30633984)
PR;4119202;19;25;2022;POINT(-50.0693875 -23.8935634)
PR;4106902;1;758;2022;POINT(-49.29029039 -25.42279077)
PR;4126603;21;50;2022;POINT(-49.82928619 -23.69028038)
PR;4108304;46;142;2022;POINT(-54.5716062 -25.5369685)
PR;4119905;15;154;2022;POINT(-50.1606274 -25.1250213)
PR;4115200;137;333;2022;POINT(-51.8745156 -23.4110791)
PR;4119954;194;189;2022;POINT(-48.4713914 -25.7006719)
PR;4106902;175;28;2022;POINT(-49.32010007 -25.51157732)
PR;4106902;176;493;2022;POINT(-49.27630541 -25.51533999)
PR;4108403;69;213;2022;POINT(-53.1744089 -26.1333496)
PR;4106902;177;571;2022;POINT(-49.24702678 -25.43451249)
PR;4107207;115;83;2022;POINT(-53.05914038 -25.73742295)
PR;4124103;22;53;2022;POINT(-50.0725188 -23.3062382)
PR;4122404;59;112;2022;POINT(-51.36622938 -23.30477055)
PR;4106902;4;628;2022;POINT(-49.3490455 -25.4573312)
PR;4105706;47;14;2022;POINT(-52.3552583 -26.4020603)
PR;4115200;192;131;2022;POINT(-51.9297324 -23.378216)
PR;4113700;41;89;2022;POINT(-51.14590812 -23.30486275)
PR;4118709;37;52;2022;POINT(-50.8329342 -26.0423491)
PR;4119905;14;417;2022;POINT(-50.146502 -25.0540023)
PR;4106902;145;655;2022;POINT(-49.27286625 -25.54234233)
PR;4100905;72;176;2022;POINT(-52.7846826 -23.0974702)
PR;4112207;183;119;2022;POINT(-52.8601571 -24.1407023)
PR;4122602;100;64;2022;POINT(-52.7752246 -23.4186961)
PR;4116307;150;79;2022;POINT(-51.77188903 -23.14633035)
PR;4106902;178;594;2022;POINT(-49.3125291 -25.4443577)
PR;4122206;156;95;2022;POINT(-49.31327413 -25.18789897)
PR;4118402;72;106;2022;POINT(-52.46592915 -23.08159908)
PR;4125506;8;340;2022;POINT(-49.10198226 -25.69802502)
PR;4113403;26;91;2022;POINT(-50.750653 -23.0801086)
PR;4124103;22;27;2022;POINT(-50.0774755 -23.2915357)
PR;4125803;132;84;2022;POINT(-51.8597296 -23.86864849)
PR;4116109;92;98;2022;POINT(-53.0100541 -24.0515278)
PR;4115358;124;49;2022;POINT(-53.8302957 -24.4212639)
PR;4104253;182;163;2022;POINT(-49.4504136 -25.3717797)
PR;4105805;186;190;2022;POINT(-49.1792897 -25.3723229)
PR;4106902;178;108;2022;POINT(-49.3312097 -25.4022832)
PR;4102802;77;62;2022;POINT(-51.2099286 -22.9708705)
PR;4113700;42;377;2022;POINT(-51.1652492 -23.3075084)
PR;4104204;9;198;2022;POINT(-49.5654718 -25.4547079)
PR;4117255;162;97;2022;POINT(-53.3438445 -25.6322626)
PR;4113700;42;258;2022;POINT(-51.17904648 -23.30274361)
PR;4105805;186;216;2022;POINT(-49.1610121 -25.386978)
PR;4117214;63;51;2022;POINT(-50.7634063 -23.587301)
PR;4115705;194;144;2022;
PR;4108304;46;333;2022;POINT(-54.5338969 -25.5248693)
PR;4118402;72;17;2022;POINT(-52.47884535 -23.09592967)
PR;4127809;19;31;2022;POINT(-49.9580626 -23.778925)
PR;4106902;1;642;2022;POINT(-49.26361423 -25.41836088)
PR;4102406;58;7;2022;POINT(-50.3712592 -23.1059629)
PR;4122305;11;103;2022;POINT(-49.5151685 -26.1545026)
PR;4106902;4;310;2022;POINT(-49.3367299 -25.479553)
PR;4113700;42;225;2022;POINT(-51.15298212 -23.31867695)
PR;4105805;186;54;2022;POINT(-49.1865447 -25.3788775)
PR;4104808;143;268;2022;POINT(-53.4637661 -24.9952139)
PR;4125555;149;58;2022;POINT(-52.6450446 -23.3971065)
PR;4102307;182;1;2022;POINT(-49.6280148 -25.5862229)
PR;4101408;28;180;2022;POINT(-51.5408814 -23.5594151)
PR;4108304;147;291;2022;POINT(-54.5613928 -25.4499369)
PR;4113700;41;138;2022;POINT(-51.16543528 -23.29708688)
PR;4127965;44;127;2022;POINT(-51.5363059 -25.0418192)
PR;4106902;145;807;2022;POINT(-49.2686934 -25.55033872)
PR;4124509;159;66;2022;POINT(-51.7909024 -22.6948987)
PR;4108304;46;53;2022;POINT(-54.5790872 -25.5411517)
PR;4100509;123;21;2022;POINT(-53.8926608 -23.8719315)
PR;4115200;66;238;2022;POINT(-51.97183911 -23.43187244)
PR;4100806;77;17;2022;POINT(-51.230811 -22.7827982)
PR;4119509;155;387;2022;POINT(-49.0821525 -25.45458245)
PR;4106902;177;787;2022;
PR;4108809;90;65;2022;POINT(-54.1520845 -24.3020838)
PR;4109708;79;54;2022;POINT(-50.1857512 -23.8902059)
PR;4109401;43;418;2022;POINT(-51.5489688 -25.2439553)
PR;4123501;129;129;2022;POINT(-54.3314004 -24.859823)
PR;4113700;157;283;2022;POINT(-51.1768601 -23.2650073)
PR;4119509;155;448;2022;POINT(-49.04965546 -25.42399318)
PR;4119152;188;267;2022;POINT(-49.1831047 -25.4569607)
PR;4119905;139;46;2022;POINT(-50.20828604 -25.0655681)
PR;4108304;46;439;2022;POINT(-54.5417129 -25.5472213)
PR;4112405;149;21;2022;POINT(-52.5565897 -23.4738711)
PR;4125605;12;90;2022;POINT(-50.5586984 -25.9349733)
PR;4127700;75;296;2022;POINT(-53.7685537 -24.7065102)
PR;4106902;4;644;2022;POINT(-49.3265397 -25.4871426)
PR;4106902;4;383;2022;POINT(-49.3394871 -25.4746405)
PR;4128203;33;27;2022;POINT(-51.09417258 -26.22107589)
PR;4117800;134;96;2022;POINT(-52.2159613 -24.8787854)
PR;4127882;48;46;2022;POINT(-49.0855761 -24.9759917)
PR;4117305;167;88;2022;POINT(-50.9261114 -24.2109915)
PR;4106407;26;73;2022;POINT(-50.6395625 -23.1897861)
PR;4128104;89;270;2022;POINT(-53.3128818 -23.7509695)
PR;4106456;32;49;2022;POINT(-52.02965034 -26.22607293)
PR;4113304;45;31;2022;POINT(-52.4075191 -25.4039436)
PR;4107124;112;55;2022;POINT(-52.6831882 -25.0439683)
PR;4106902;177;601;2022;POINT(-49.26936639 -25.42496828)
PR;4128104;89;372;2022;POINT(-53.300165 -23.7666383)
PR;4116059;114;93;2022;POINT(-54.1849372 -25.1766679)
PR;4123808;130;87;2022;POINT(-53.4878903 -25.813149)
PR;4102109;67;41;2022;POINT(-51.7637278 -23.2854947)
PR;4122404;59;101;2022;POINT(-51.38967716 -23.31194256)
PR;4126256;206;46;2022;POINT(-51.87063079 -23.43882044)
PR;4127700;75;216;2022;POINT(-53.7237843 -24.7433779)
PR;4113700;41;387;2022;POINT(-51.14005554 -23.29042105)
PR;4105409;103;6;2022;POINT(-52.5274012 -25.8507098)
PR;4103701;78;273;2022;POINT(-51.23602136 -23.30350807)
PR;4101408;28;33;2022;POINT(-51.4678102 -23.553851)
PR;4114005;170;63;2022;POINT(-52.5303563 -24.3088609)
PR;4111803;24;53;2022;POINT(-49.9781447 -23.1495518)
PR;4106902;4;568;2022;POINT(-49.3450213 -25.4603265)
PR;4105805;49;160;2022;POINT(-49.2087338 -25.3457968)
PR;4108304;46;234;2022;POINT(-54.5790872 -25.5411517)
PR;4108304;147;245;2022;POINT(-54.5773926 -25.4834417)
PR;4109005;55;8;2022;POINT(-50.04429132 -23.51643188)
PR;4105508;88;189;2022;POINT(-52.6377933 -23.6815155)
PR;4125605;12;71;2022;POINT(-50.4155486 -25.8786919)
PR;4117255;162;66;2022;POINT(-53.4397014 -25.5658421)
PR;4119905;14;273;2022;POINT(-50.145613 -25.0847)
PR;4104907;16;209;2022;POINT(-49.98962959 -24.80281146)
PR;4124103;22;75;2022;POINT(-50.0715675 -23.2791073)
PR;4119608;38;115;2022;
PR;4115408;140;44;2022;POINT(-53.0276989 -26.1472073)
PR;4106308;126;124;2022;POINT(-53.3022713 -24.8059245)
PR;4119152;188;362;2022;POINT(-49.1731349 -25.4412658)
PR;4119301;160;6;2022;POINT(-51.5972674 -25.9068366)
PR;4108304;147;309;2022;POINT(-54.5182976 -25.4843825)
PR;4124053;147;397;2022;POINT(-54.4044541 -25.4403245)
PR;4102901;153;171;2022;POINT(-51.5528421 -26.1647345)
PR;4106902;177;191;2022;POINT(-49.28640043 -25.4505693)
PR;4100103;82;3;2010;POINT(-50.3129843 -23.3042477)
PR;4100202;48;11;2010;POINT(-48.80923 -24.67845)
PR;4100202;48;17;2010;
PR;4100202;48;3;2010;
PR;4100301;144;162;2010;
PR;4100301;144;183;2010;POINT(-49.33318 -25.98846)
PR;4100400;171;12;2010;
PR;4100400;171;142;2010;
PR;4100400;171;151;2010;POINT(-49.30879 -25.31601)
PR;4100400;171;154;2010;
PR;4100400;171;163;2010;
PR;4100400;171;190;2010;POINT(-49.30879 -25.31601)
PR;4100400;171;192;2010;
PR;4100400;171;21;2010;
PR;4100400;171;221;2010;
PR;4100400;171;26;2010;
PR;4100400;171;48;2010;
PR;4100400;171;67;2010;
PR;4100400;171;9;2010;
PR;4100400;171;92;2010;
PR;4100400;171;96;2010;
PR;4100459;169;73;2010;POINT(-52.715952 -24.798984)
PR;4100459;169;75;2010;POINT(-52.715952 -24.798984)
PR;4100459;169;76;2010;POINT(-52.715952 -24.798984)
PR;4100509;123;14;2010;
PR;4100509;123;16;2010;
PR;4100509;123;20;2010;
PR;4100509;123;22;2010;
PR;4100509;123;31;2010;
PR;4100509;123;36;2010;
PR;4100509;123;48;2010;
PR;4100608;87;11;2010;POINT(-52.3180779 -23.1330207)
PR;4100608;87;21;2010;
PR;4100608;87;22;2010;
PR;4100608;87;9;2010;POINT(-52.3172433 -23.1326688)
PR;4100707;128;11;2010;
PR;4100707;128;15;2010;
PR;4100707;128;2;2010;
PR;4100707;128;3;2010;
PR;4100707;128;34;2010;
PR;4100707;128;38;2010;
PR;4100707;128;39;2010;
PR;4100707;128;46;2010;
PR;4100707;128;9;2010;
PR;4100806;77;11;2010;POINT(-51.22767 -22.7804)
PR;4100806;77;12;2010;POINT(-51.22767 -22.7804)
PR;4100905;138;3;2010;POINT(-52.7846865 -23.0975348)
PR;4101002;130;137;2010;POINT(-53.47255 -25.91554)
PR;4101002;130;144;2010;
PR;4101002;130;156;2010;POINT(-53.47255 -25.91554)
PR;4101002;130;159;2010;POINT(-53.47255 -25.91554)
PR;4101051;126;32;2010;POINT(-53.13372 -24.64264)
PR;4101101;57;17;2010;
PR;4101101;57;64;2010;
PR;4101101;57;65;2010;POINT(-50.22992 -23.04524)
PR;4101101;57;70;2010;
PR;4101101;57;79;2010;POINT(-50.22992 -23.04524)
PR;4101150;67;65;2010;
PR;4101200;6;12;2010;
PR;4101200;6;13;2010;
PR;4101200;6;18;2010;POINT(-48.71645 -25.43045)
PR;4101200;6;22;2010;POINT(-48.70768 -25.43813)
PR;4101200;6;23;2010;POINT(-48.70768 -25.43813)
PR;4101309;12;100;2010;
PR;4101309;12;114;2010;
PR;4101408;150;5;2010;
PR;4101408;150;8;2010;
PR;4101408;179;100;2010;POINT(-51.4384919 -23.551369)
PR;4101408;179;105;2010;
PR;4101408;179;106;2010;POINT(-51.4448381 -23.5384651)
PR;4101408;179;108;2010;
PR;4101408;179;119;2010;POINT(-51.4384919 -23.551369)
PR;4101408;179;127;2010;POINT(-51.435447 -23.529855)
PR;4101408;179;13;2010;
PR;4101408;179;14;2010;
PR;4101408;179;147;2010;POINT(-51.4588 -23.52752)
PR;4101408;179;16;2010;POINT(-51.4482 -23.56136)
PR;4101408;179;21;2010;
PR;4101408;179;22;2010;
PR;4101408;179;3;2010;
PR;4101408;179;49;2010;
PR;4101408;179;50;2010;
PR;4101408;179;51;2010;
PR;4101408;179;66;2010;POINT(-51.4588 -23.52752)
PR;4101408;28;106;2010;POINT(-51.46074 -23.55837)
PR;4101408;28;11;2010;
PR;4101408;28;113;2010;POINT(-51.46074 -23.55837)
PR;4101408;28;121;2010;
PR;4101408;28;16;2010;
PR;4101408;28;24;2010;
PR;4101408;28;27;2010;
PR;4101408;28;30;2010;POINT(-51.4679999 -23.5539422)
PR;4101408;28;32;2010;POINT(-51.4679999 -23.5539422)
PR;4101408;28;42;2010;POINT(-51.4679999 -23.5539422)
PR;4101408;28;48;2010;POINT(-51.4679999 -23.5539422)
PR;4101408;28;6;2010;
PR;4101507;180;105;2010;
PR;4101507;180;106;2010;POINT(-51.4515989 -23.40884729)
PR;4101507;180;108;2010;
PR;4101507;180;111;2010;
PR;4101507;180;22;2010;POINT(-51.433881 -23.414043)
PR;4101507;180;23;2010;POINT(-51.433881 -23.414043)
PR;4101507;180;33;2010;POINT(-51.433881 -23.414043)
PR;4101507;180;34;2010;POINT(-51.4449132 -23.4099334)
PR;4101507;180;41;2010;POINT(-51.4449132 -23.4099334)
PR;4101507;180;47;2010;POINT(-51.463879 -23.377865)
PR;4101507;180;70;2010;
PR;4101507;180;71;2010;POINT(-51.426567 -23.426694)
PR;4101507;180;72;2010;
PR;4101507;180;76;2010;POINT(-51.426567 -23.426694)
PR;4101507;180;8;2010;POINT(-51.42969984 -23.4202779)
PR;4101507;180;81;2010;POINT(-51.4508411 -23.4059844)
PR;4101507;180;88;2010;POINT(-51.4449132 -23.4099334)
PR;4101507;180;97;2010;POINT(-51.4515989 -23.40884729)
PR;4101507;61;126;2010;POINT(-51.4334774 -23.4102942)
PR;4101507;61;162;2010;POINT(-51.4469108 -23.3906324)
PR;4101507;61;163;2010;POINT(-51.4192279 -23.3940309)
PR;4101507;61;166;2010;POINT(-51.4192279 -23.3940309)
PR;4101507;61;167;2010;POINT(-51.4469108 -23.3906324)
PR;4101507;61;170;2010;POINT(-51.4192279 -23.3940309)
PR;4101507;61;171;2010;POINT(-51.4295637 -23.3988738)
PR;4101507;61;176;2010;POINT(-51.4192279 -23.3940309)
PR;4101507;61;4;2010;POINT(-51.4403566 -23.4031157)
PR;4101507;61;73;2010;POINT(-51.430453 -23.3969164)
PR;4101507;61;81;2010;POINT(-51.427014 -23.412366)
PR;4101507;61;82;2010;POINT(-51.427014 -23.412366)
PR;4101606;164;17;2010;POINT(-49.82549009 -24.14731952)
PR;4101606;164;22;2010;POINT(-49.818468 -24.143593)
PR;4101606;164;55;2010;POINT(-49.83003936 -24.13966874)
PR;4101606;164;8;2010;POINT(-49.82630658 -24.14696696)
PR;4101705;74;21;2010;
PR;4101705;74;22;2010;
PR;4101804;50;108;2010;
PR;4101804;50;11;2010;POINT(-49.402885 -25.595519)
PR;4101804;50;124;2010;POINT(-49.4043163 -25.5782086)
PR;4101804;50;129;2010;POINT(-49.3811631 -25.5414685)
PR;4101804;50;143;2010;POINT(-49.3867079 -25.6102258)
PR;4101804;50;155;2010;
PR;4101804;50;190;2010;POINT(-49.402885 -25.595519)
PR;4101804;50;198;2010;POINT(-49.401025 -25.555127)
PR;4101804;50;20;2010;POINT(-49.4051 -25.59121)
PR;4101804;50;220;2010;
PR;4101804;50;223;2010;
PR;4101804;50;27;2010;POINT(-49.390116 -25.595828)
PR;4101804;50;29;2010;POINT(-49.390116 -25.595828)
PR;4101804;50;31;2010;
PR;4101804;50;35;2010;
PR;4101804;50;40;2010;POINT(-49.406626 -25.576786)
PR;4101804;50;42;2010;POINT(-49.406626 -25.576786)
PR;4101804;50;50;2010;POINT(-49.39207 -25.57457)
PR;4101804;50;66;2010;POINT(-49.3628624 -25.5317859)
PR;4101804;50;7;2010;
PR;4101804;50;96;2010;POINT(-49.3991528 -25.5893685)
PR;4101804;50;99;2010;POINT(-49.39207 -25.57457)
PR;4101853;152;108;2010;
PR;4101903;35;15;2010;
PR;4101903;35;20;2010;POINT(-50.8410253 -23.3795786)
PR;4101903;35;25;2010;POINT(-50.8410253 -23.3795786)
PR;4101903;35;32;2010;POINT(-50.8430904 -23.3711843)
PR;4101903;35;34;2010;POINT(-50.8430904 -23.3711843)
PR;4101903;35;6;2010;POINT(-50.8410253 -23.3795786)
PR;4101903;35;9;2010;POINT(-50.8410253 -23.3795786)
PR;4102000;113;1;2010;
PR;4102000;113;121;2010;POINT(-53.5146785 -24.3861964)
PR;4102000;113;18;2010;
PR;4102000;113;19;2010;
PR;4102000;113;26;2010;POINT(-53.51102 -24.40391)
PR;4102000;113;40;2010;POINT(-53.5164096 -24.3959574)
PR;4102000;113;42;2010;POINT(-53.5164096 -24.3959574)
PR;4102000;113;45;2010;POINT(-53.5146785 -24.3861964)
PR;4102000;113;47;2010;POINT(-53.5146785 -24.3861964)
PR;4102000;113;50;2010;
PR;4102000;113;52;2010;POINT(-53.61574 -24.61391)
PR;4102000;113;6;2010;POINT(-53.5120383 -24.4029249)
PR;4102000;113;62;2010;POINT(-53.5033917 -24.4054773)
PR;4102000;113;67;2010;
PR;4102000;113;68;2010;
PR;4102000;113;69;2010;POINT(-53.5033917 -24.4054773)
PR;4102000;113;71;2010;
PR;4102000;113;72;2010;POINT(-53.52417 -24.38028)
PR;4102000;113;73;2010;POINT(-53.52417 -24.38028)
PR;4102000;113;9;2010;
PR;4102109;67;16;2010;POINT(-51.6692179 -23.2390535)
PR;4102109;67;19;2010;
PR;4102109;67;26;2010;POINT(-51.6742729 -23.2379145)
PR;4102109;67;27;2010;POINT(-51.6742729 -23.2379145)
PR;4102109;67;31;2010;POINT(-51.6742729 -23.2379145)
PR;4102109;67;32;2010;POINT(-51.6742729 -23.2379145)
PR;4102109;67;41;2010;POINT(-51.7645 -23.28603)
PR;4102208;71;102;2010;POINT(-52.0510495 -23.1507931)
